nct_id,title,status,phase,enrollment_target,enrollment_type,n_sites,states,sex,min_age,max_age,conditions,eligibility_snippet
NCT06726304,Increasing Physical Contact Between Prenatally Anxious/Depressed Mothers and Their Infants to Improve Maternal Sensitivity.,ENROLLING_BY_INVITATION,NA,40,ESTIMATED,1,Quebec,FEMALE,18 Years,No upper limit,"Prenatal Anxiety, Prenatal Depression, Maternal Sensitivity",Inclusion Criteria: 18 years or older be able to communicate in English or French diagnosed with a depressive or anxiety...
NCT07631845,Music Breathing in Enhancing Resilience Among Elders at Risk of Mental Health Problems,RECRUITING,NA,40,ESTIMATED,1,No US/listed site,ALL,65 Years,No upper limit,"Resilience, Anxiety, Depressive Symptom, Loneliness, Health-related Quality of Life",Inclusion Criteria: Aged 65 years or above Able to read Chinese and communicate in Cantonese/Mandarin. Has mild to moder...
NCT07351799,Mindfulness and Meditation Based Lactation Education on Maternal Breastmilk in the Neonatal ICU,RECRUITING,NA,40,ESTIMATED,1,Minnesota,FEMALE,20 Years,No upper limit,"Lactation, Mindfulness, NICU, Breastmilk, Neonatal, Meditation, Pumping, Breast, Cortisol, Oxytocin, Anxiety, Depression","Inclusion Criteria: Maternal age > 20 years of age Read, write and understand English Infant NICU admit Infant birthplac..."
NCT07240792,Development of a College Student-Delivered Cognitive-Behavioral Therapy (CBT) Intervention for Rural High School Students,RECRUITING,NA,40,ESTIMATED,1,Pennsylvania,ALL,13 Years,18 Years,"Depression, Anxiety, Stress",Inclusion Criteria: High school students ages 13-18 years. Attending a participating rural high school in Schuylkill Cou...
NCT07113067,Accelerated rTMS vs. Sham for Stroke Apathy,RECRUITING,"PHASE1, PHASE2",40,ESTIMATED,1,South Carolina,ALL,40 Years,No upper limit,"Apathy, Stroke, Stroke Sequelae, Stroke/Brain Attack, Stroke/ Cerebrovascular Accident (Ischemic or Hemorrhagic), Motivation, Abulia",Inclusion Criteria: 40 years old or greater Right- or left-hemisphere ischemic or hemorrhagic stroke with at least 6 mon...
NCT07717723,Supporting Mental Health and Reducing Care Stress in Caregivers of Persons With Cardiovascular Disease,RECRUITING,NA,40,ESTIMATED,1,California,ALL,18 Years,No upper limit,"Caregiver Burden, Stress, Depression, Anxiety, Cardiovascular Diseases",Inclusion Criteria: 18 years of age or older Is a caregiver for a patient receiving care in our UC Davis Cardiac Rehabil...
NCT07051200,"Recovery Through Inspiration, Support, and Empowerment",RECRUITING,NA,40,ESTIMATED,1,Texas,ALL,18 Years,27 Years,"Suicidal Ideation, Suicide Attempt, Anxiety, Depression Disorders","Inclusion Criteria: Chief complaint of suicidal ideation, suicide attempt, depression, and/or anxiety discharged from in..."
NCT07634705,Digitally Enhanced Stepped-Care for Depression in Primary Care,RECRUITING,NA,40,ESTIMATED,1,South Carolina,ALL,18 Years,No upper limit,Depression,Inclusion Criteria: elevated depression symptoms (score of >=10 on the PHQ-9) age >=18 years owns an iOS or Android smar...
NCT07356895,Effect of Social Stories on Anesthesia Compliance in Children With Autism,RECRUITING,NA,40,ESTIMATED,1,No US/listed site,ALL,3 Years,18 Years,"Autism Spectrum Disorder, Social Stories",Inclusion Criteria: Children diagnosed with Autism Spectrum Disorder Patients scheduled for elective surgical procedures...
NCT07319117,Evaluation of the Impact of a Nutritional Formulation on Cognitive Performance Following Stress Exposure.,RECRUITING,NA,40,ESTIMATED,1,West Yorkshire,FEMALE,40 Years,60 Years,"Cognitive Assessment, Working Memory, Executive Function (Cognition), Sustained Attention, Inhibitory Control, Cognitive Flexibility, Cortisol, Stress, Anxiety, Depression, Sleep Quality, Blood Pressure, Heart Rate, Mental Fatigue, Physical Fatigue, Productivity, Effort",Inclusion Criteria: 1. Willing and able to provide written informed consent (in English) 2. Aged 40-60 3. Female 4. Dail...
NCT06729294,"Effect of Music Listened During Knee Arthroplasty With Spinal Anesthesia on Anxiety, Pain and Cortisol Levels",RECRUITING,NA,40,ESTIMATED,1,Kayseri,ALL,18 Years,No upper limit,"Spinal Anesthesia, Knee Arthroplasty","Inclusion Criteria: Patients who are older than 18 years, Who have undergone unilateral knee arthroplasty under spinal a..."
NCT06261502,Effect of CANnabidiol on Anxiety and GABAergic Function in Individuals With Fragile-X Syndrome,RECRUITING,PHASE2,40,ESTIMATED,1,Quebec,ALL,7 Years,40 Years,Fragile X Syndrome,Inclusion Criteria: Molecular diagnosis of FXS Age 7 to 40 inclusively Overall ABC-C score > 20 Taking up to 3 psychoact...
NCT07762066,Bridge to Belonging: Peer Led Intervention to Reduce Loneliness and Depression Among Older Gay and Bisexual Men,RECRUITING,NA,40,ESTIMATED,1,Massachusetts,ALL,50 Years,No upper limit,HIV,Inclusion Criteria: HIV+ and provide evidence or documentation of HIV+ status Willing to release HIV-related health reco...
NCT07635446,"Effects of Laura Mitchell's and Benson Relaxation Technique On Anxiety, Sleep Quality and Fatigue Among COPD Patients",RECRUITING,NA,38,ESTIMATED,1,Punjab Province,ALL,40 Years,60 Years,COPD,Inclusion Criteria: - Gender: Male and Female Age: 40 to 60 years Patients diagnosed with COPD Willing to participate Ex...
NCT06166953,The Effect of Digital Technology-Supported Education on Patients Undergoing Breast Reconstruction After Mastectomy: A Randomized Controlled Study,RECRUITING,NA,38,ESTIMATED,1,Çankaya,ALL,18 Years,75 Years,Breast Cancer,"Inclusion Criteria: Being diagnosed with stage 1, 2, or 3 breast cancer Planned to undergo immediate breast reconstructi..."
NCT06346301,Imagery Rescripting as a Stand-alone Treatment for OCD and BDD.,RECRUITING,NA,36,ESTIMATED,1,North Holland,ALL,18 Years,No upper limit,"Obsessive-Compulsive Disorder, Body Dysmorphic Disorders, Anxiety Disorders","Inclusion Criteria: Meet the criteria for OCD or BDD, a primary diagnosis according to the Diagnostic and Statistical Ma..."
NCT06891300,Understanding and Treating Suicidal Ideation With Ketamine,RECRUITING,"PHASE2, PHASE3",36,ESTIMATED,1,Ontario,ALL,18 Years,65 Years,"Suicidal Ideation, Major Depressive Disorder (MDD)",Inclusion Criteria: 1. English speaking 2. Ages 18-65 years old 3. Suicidal ideation severity score ≥3 on the Columbia S...
NCT07622654,Effect of Emotion-Focused Acceptance and Commitment Therapy on Obsessive-Compulsive Disorder Symptom Severity,RECRUITING,NA,36,ESTIMATED,1,Istanbul,ALL,18 Years,65 Years,"OCD, Obsessive - Compulsive Disorder",Inclusion Criteria: Diagnosis of Obsessive-Compulsive Disorder according to DSM-5 criteria Age between 18-65 years Minim...
NCT06943430,The Effect of Laughter Yoga Applied to Nursing Students on Exam Anxiety and Spirituality,ACTIVE_NOT_RECRUITING,NA,36,ACTUAL,1,Turkey,ALL,18 Years,30 Years,"Exam Stress, Anxiety, Spirituality",Inclusion Criteria: Being a 2nd-year student in the Nursing Department Able to speak and understand Turkish Voluntarily ...
NCT06330584,Administration of Intranasal Midazolam for Anxiety in Palliative Care,RECRUITING,PHASE2,36,ESTIMATED,5,Canton of Basel-City,ALL,18 Years,No upper limit,"Anxiety, Acute Anxiety, Palliative Care",Inclusion Criteria: Adult palliative care patients (≥ 18 years) hospitalized at one of the study sites Self-reported acu...
NCT07473180,Effects of Qigong Therapy in MS Patients,ACTIVE_NOT_RECRUITING,NA,36,ESTIMATED,1,No US/listed site,ALL,18 Years,65 Years,Multiple Sclerosis,"Inclusion Criteria: Aged 18-65 years, diagnosed with MS according to McDonald criteria, Expanded Disability Status Scale..."
NCT07642882,Analgesic Efficacy of Multisite rTMS in Fibromyalgia Patients,RECRUITING,NA,36,ESTIMATED,1,Île-de-France Region,ALL,18 Years,80 Years,"Fibromyalgia, Depression - Major Depressive Disorder, Chronic Pain","Inclusion Criteria: Chronic pain lasting at least 6 months, with or without associated depressive symptoms; Fibromyalgia..."
NCT02988271,Meditation Therapy in Improving Anxiety and Depression in Cancer Patients With Psychosocial Distress,ACTIVE_NOT_RECRUITING,NA,35,ACTUAL,1,Texas,ALL,18 Years,No upper limit,"Anxiety, Depression, Malignant Neoplasm",Inclusion Criteria: Patients at MD Anderson with a cancer history who are either undergoing active treatment or who have...
NCT06882902,Unique Electroencephalography (EEG) Markers of Habit Behaviors in Obsessive-Compulsive Disorder (OCD),ENROLLING_BY_INVITATION,NA,35,ESTIMATED,1,Shanghai Municipality,ALL,18 Years,50 Years,Obsessive-Compulsive Disorder,Inclusion Criteria: 1. Aged between 18 and 50; 2. Y-BOCS score greater than or equal to 16; 3. Meet DSM-5 diagnostic cri...
NCT07572526,tDCS: Sleep to Mood in Depression (S2M-D),RECRUITING,NA,35,ESTIMATED,1,New York,ALL,18 Years,65 Years,"Major Depressive Disorder, MDD, Depression, Major Depressive Episode","Inclusion Criteria: 1. Ability to read and understand study materials in English, as demonstrated by a standard score >8..."
NCT07603804,Accelerated iTBS for Major Depression,RECRUITING,NA,35,ESTIMATED,1,No US/listed site,ALL,18 Years,65 Years,"Major Depressive Disorder (MDD), Treatment Resistant Depression (TRD)",Inclusion Criteria: Age between 18 and 65 years Diagnosis of Major Depressive Disorder according to DSM-5 criteria Inade...
NCT07579078,Effect of Vitamin D Supplementation on Brain Waves in Female Major Depressive Disorder Patients With Hypovitaminosis D,ENROLLING_BY_INVITATION,NA,34,ESTIMATED,1,No US/listed site,FEMALE,20 Years,40 Years,"Major Depressive Disorder (MDD), Hypovitaminosis D","Inclusion Criteria: • Diagnosed case of MDD by a psychiatrist form the Department of Psychiatry OPD, based on the Diagno..."
NCT06591754,"Feasibility, Acceptability, and Preliminary Effects of ISTDP for Personality Disorders in a Specialized Psychiatric Clinic",ENROLLING_BY_INVITATION,NA,34,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,Personality Disorder,Inclusion Criteria: Personality disorder diagnosis (Clinical assessment using STIP-5) Speaks Swedish fluently Exclusion ...
NCT06472492,Cognitive Enhancement in Unipolar Depression With Yoga,RECRUITING,NA,32,ESTIMATED,1,Karnataka,ALL,18 Years,60 Years,Unipolar Depression,Inclusion Criteria: Age more than 18years and less than 60 years H/o at least one depressive episode which is under remi...
NCT07663851,EFFECTIVENESS OF VIRTUAL REALITY SIMULATION,RECRUITING,NA,32,ESTIMATED,1,No US/listed site,ALL,18 Years,23 Years,Clinical Decision Making,"Inclusion Criteria: To be registered for the Psychiatric Nursing course in the 2024-2025 spring semester, To be taking t..."
NCT06490965,Improving Obsessive-compulsive Disorder Treatments: from Lesions to Neuromodulation Targets,RECRUITING,NA,32,ESTIMATED,1,No US/listed site,ALL,18 Years,75 Years,Obsessive-Compulsive Disorder,Inclusion Criteria: Age between 18 and 75 years; Established diagnosis of Obsessive-Compulsive Disorder according to Dia...
NCT04451135,CET- REM (Correlating ECT Response to EEG Markers),ACTIVE_NOT_RECRUITING,NA,31,ACTUAL,1,Missouri,ALL,18 Years,No upper limit,"ECT, Treatment Resistant Depression",Inclusion Criteria: Age 18 years or greater Referral for ECT index course for treatment-resistant depression (unipolar m...
NCT06781697,InTRavenous kEtAmine and immerSive virtUal Reality to Treat dEpression,RECRUITING,PHASE3,31,ESTIMATED,1,Ontario,ALL,18 Years,No upper limit,Treatment Resistant Depression,"Inclusion Criteria: Age ≥ 18, able to provide informed consent Patient diagnosed with treatment-resistant depression Out..."
NCT07269964,At-Home tDCS as Maintenance Therapy,RECRUITING,NA,30,ESTIMATED,2,Bavaria,ALL,18 Years,No upper limit,"MDD, Severe Depression, Major Depressive Episode","Inclusion Criteria: Adults (≥18 years). Diagnosis according to ICD-10: recurrent depressive disorder, severe depressive ..."
NCT06723743,Transcutaneous Vagus Nerve Stimulation for Attention and Memory,RECRUITING,NA,30,ESTIMATED,2,Texas,ALL,25 Years,64 Years,Traumatic Brain Injury (TBI) Patients,"Inclusion Criteria: Ages 25-64 Right-handedness Veterans with a history of deployment to Operation Iraqi Freedom (OIF), ..."
NCT06529029,Low Amplitude Pulse Seizure Therapy Versus Standard Ultra-Brief Right Unilateral Electroconvulsive Therapy,RECRUITING,"PHASE2, PHASE3",30,ESTIMATED,1,Michigan,ALL,18 Years,90 Years,"Suicidal Ideation, Major Depressive Disorder, Schizo Affective Disorder, Bipolar Disorder",Inclusion Criteria: 1. Patients in whom ECT is clinically indicated: The referrals to ECT by the primary psychiatrist (b...
NCT05686512,Initial Evaluation of a Stepped Care Model for Treating Mild to Moderate Childhood Anxiety in Primary Care,ACTIVE_NOT_RECRUITING,NA,30,ACTUAL,1,No US/listed site,ALL,7 Years,12 Years,Anxiety Disorder,Inclusion Criteria: The child is 7-12 years old. Confirmed by the caregiver and subsequently by the medical records. The...
NCT07775625,Central Auditory Processing Modulation Underlying Anxiety Reduction Using Clinically Designed Improvisatory Music,RECRUITING,NA,30,ESTIMATED,1,Illinois,ALL,55 Years,No upper limit,Alzheimer's Disease,"Inclusion Criteria Clinical diagnosis of Alzheimer's Disease Positive Alzheimer's disease biomarkers (blood test, amyloi..."
NCT07569458,Online Personalized Psychological Intervention for Patients With Heart Disease and Depression or Anxiety (MY-CHOICE),RECRUITING,NA,30,ESTIMATED,3,No US/listed site,ALL,18 Years,No upper limit,"Ischemic Heart Disease (IHD), Anxiety, Depression","Inclusion Criteria: ischemic heart disease (diagnostic codes I20-I25), referred for CR with a positive screen for depres..."
NCT07490782,Nutritional Intervention for College Students With Depression,RECRUITING,NA,30,ESTIMATED,1,California,ALL,18 Years,No upper limit,Depression - Major Depressive Disorder,Inclusion Criteria: Age ≥ 18 years and enrolled as a college student Symptoms of mild to moderate depression Receiving t...
NCT07017322,Non-invasive Cranial Electrical Stimulation for Mealtime Anxiety in Adults With Eating Disorders,RECRUITING,NA,30,ESTIMATED,1,Wisconsin,ALL,18 Years,30 Years,"Eating Disorders, Anxiety",Inclusion Criteria: 1. Age 18-30 years old at the time of enrollment 2. Enrolled in Rogers Behavioral Health Eating Diso...
NCT07707037,Removing Surrogates Uncertainty to Reduce Fear and Anxiety After Cardiac Events - Kids,RECRUITING,NA,30,ESTIMATED,1,Pennsylvania,ALL,0 Days,17 Years,"Cardiac Arrest, Anxiety Depression, Family Support","Inclusion Criteria: Caregiver 1. Caregiver of a child <17.5 years of age who had at least a 2 minute cardiac arrest, is ..."
NCT06931236,Clinical Efficacy and Mechanism of rTMS Based on dlPFC in the Intervention of Generalized Anxiety Disorder With Insomnia,ENROLLING_BY_INVITATION,NA,30,ESTIMATED,1,Anhui,ALL,15 Years,65 Years,"Generalized Anxiety Disorder (GAD), Insomnia, Repetitive Transcranial Magnetic Stimulation (rTMS)",Inclusion Criteria: 1. age between 15 and 65 years; 2. clinically diagnosed with anxiety according to the Diagnostic and...
NCT07550166,Mobile Application Mindfulness,ENROLLING_BY_INVITATION,NA,30,ESTIMATED,2,Florida,ALL,60 Years,No upper limit,"Stress, Anxiety, Depression, Psychological Distress, Mindfulness",Inclusion Criteria: Aged 60 years or older Self-identified as a Korean immigrant Able to read and understand Korean or E...
NCT07102147,Telehealth Collaborative Care Model (CoCM) in Lung Cancer,RECRUITING,NA,30,ESTIMATED,1,Pennsylvania,ALL,18 Years,No upper limit,"Lung Cancer (Diagnosis), Anxiety, Depression in Adults",Inclusion Criteria: Are aged 18 years or older. Are currently being seen by Penn Medicine Thoracic Oncology for lung can...
NCT06746922,Intermittent Theta Burst Stimulation in Fibromyalgia Syndrome,RECRUITING,NA,30,ESTIMATED,1,Karabaglar,ALL,18 Years,65 Years,"Fibromyalgia, Transcranial Magnetic Stimulation Repetitive, Pain",Inclusion Criteria: Being between the ages of 18-65 Being diagnosed with fibromyalgia syndrome (according to 2016 criter...
NCT06657807,Online Cognitive Behavior Therapy for Anxiety Related to Pediatric Asthma,ACTIVE_NOT_RECRUITING,NA,30,ESTIMATED,1,No US/listed site,ALL,8 Years,17 Years,"Asthma, Anxiety",Inclusion Criteria: Age 8-17 years A diagnosis of asthma made by a physician and confirmed by the parents Some anxiety r...
